fixture,in_05,out_05,in_07,out_07
duck_splice_synth_snr-15.wav,0.9512735326688815,0.13976705490848584,0.9246954595791805,0.059345535219079315
duck_splice_real_snr-15.wav,0.937984496124031,0.09761508596783139,0.9069767441860465,0.04270660011092623
